CropType,CropDays,SoilMoisture,temperature,Humidity,Irrigation
Rice,63,41.1,33.83,68.51,1
Rice,48,18.98,29.98,98.8,1
Potato,110,76.58,16.86,41.32,0
Potato,95,68.27,13.27,64.69,0
Maize,26,51.34,29.78,51.04,0
Wheat,51,21.4,16.65,48.39,1
Wheat,122,38.08,16.47,63.63,0
Potato,80,15.6,18.1,54.81,1
Sugarcane,90,31.68,25.75,65.17,1
Sugarcane,12,42.25,44.31,72.98,0
Cotton,149,72.34,28.78,62.95,0
Rice,15,39.74,19.68,87.54,1
Potato,134,10.38,21.4,47.95,1
Potato,96,56.58,24.79,74.14,0
Maize,81,37.89,31.24,73.68,0
Sugarcane,131,28.37,33.99,71.76,1
Cotton,18,27.36,28.1,51.83,0
Potato,59,74.46,26.53,51.7,1
Potato,122,19.18,20.73,60.46,1
Maize,95,21.99,19.09,69.01,1
Rice,134,59.96,29.01,91.67,1
Sugarcane,140,53.38,32.89,74.6,0
Potato,130,27.66,19.91,63.48,1
Potato,47,20.6,27.28,72.25,1
Rice,87,50.52,22.23,95.67,1
Wheat,58,82.91,14.49,59.85,0
Wheat,110,70.49,23.22,49.2,0
Sugarcane,100,86.81,24.86,68.03,0
Sugarcane,4,89.98,15.05,59.1,0
Rice,48,57.13,29.33,66.79,1
Potato,108,84.12,19.29,58.54,0
Cotton,73,51.62,33.18,65.01,0
Wheat,59,23.48,18.56,62.45,1
Potato,132,74.91,27.16,64.9,0
Potato,65,50.46,24.51,83.35,0
Maize,98,24.51,27.01,50.48,1
Maize,77,24.51,29.56,69.22,1
Cotton,22,92.92,34.85,43.0,0
Sugarcane,134,92.41,26.39,75.48,0
Cotton,102,40.41,34.22,53.83,0
Potato,119,59.58,8.85,86.31,0
Sugarcane,53,15.65,30.02,69.09,1
Cotton,47,75.65,28.33,67.13,0
Wheat,131,42.15,31.27,55.36,0
Potato,123,76.58,24.57,56.8,0
Wheat,11,13.93,19.9,42.56,1
Sugarcane,131,38.37,34.49,82.08,1
Rice,45,65.59,23.79,76.75,0
Potato,142,82.99,21.29,64.06,0
Wheat,127,72.11,15.99,66.33,0
Sugarcane,40,32.98,27.97,54.11,1
Rice,134,18.12,34.71,91.76,1
Maize,47,43.32,20.01,64.74,0
Cotton,13,13.02,31.93,54.7,1
Maize,76,17.35,25.45,65.67,1
Potato,1,93.13,20.08,68.93,0
Wheat,3,46.08,14.44,50.34,0
Sugarcane,123,72.33,28.81,74.66,0
Maize,139,70.57,19.41,76.64,0
Wheat,21,88.48,25.96,58.53,0
Potato,119,23.32,26.08,43.57,1
Wheat,4,43.29,21.73,60.9,0
Rice,43,76.92,20.18,84.61,0
Cotton,53,50.01,31.12,69.83,0
Potato,88,66.03,21.67,42.57,0
Potato,140,19.82,17.15,65.63,1
Maize,15,40.31,20.01,56.29,0
Cotton,63,92.06,35.15,66.49,0
Sugarcane,4,86.49,21.45,66.07,0
Potato,132,26.89,15.59,55.56,1
Wheat,26,23.48,16.67,56.83,1
Wheat,63,21.72,23.35,66.21,1
Rice,3,72.63,38.34,90.88,0
Rice,9,41.18,38.26,79.81,1
Cotton,64,63.6,29.88,51.69,0
Wheat,47,37.99,28.55,41.75,1
Potato,72,93.4,20.36,83.69,0
Sugarcane,129,81.78,31.17,70.4,0
Cotton,34,77.98,23.71,51.91,0
Potato,111,30.41,20.52,77.06,1
Rice,107,57.23,30.04,86.69,1
Maize,24,46.13,20.26,55.93,0
Maize,120,47.41,26.3,60.15,0
Rice,44,45.08,32.21,65.66,1
Sugarcane,132,55.66,27.65,65.96,0
Rice,134,10.7,32.41,69.73,1
Rice,28,28.79,44.8,88.02,1
Maize,19,70.34,19.24,66.09,0
Sugarcane,43,24.98,21.86,80.6,1
Cotton,22,17.39,26.82,54.35,1
Wheat,140,11.01,17.01,58.31,1
Cotton,92,39.74,36.27,65.62,0
Cotton,91,83.4,24.58,66.61,0
Cotton,60,70.96,32.59,67.11,0
Wheat,44,68.78,19.94,70.31,0
Sugarcane,130,28.71,34.95,66.98,1
Wheat,139,24.97,15.69,68.45,1
Wheat,71,50.86,14.88,58.6,0
Cotton,35,45.59,26.83,59.03,0
Wheat,52,74.66,23.82,59.66,0
Cotton,78,80.73,23.95,54.15,0
Wheat,48,72.62,20.74,58.13,0
Cotton,149,77.32,28.67,50.2,0
Sugarcane,59,57.28,32.96,68.83,0
Maize,5,29.6,21.57,76.63,1
Cotton,116,36.25,33.98,79.05,0
Sugarcane,106,72.24,31.29,63.69,0
Wheat,102,63.34,13.12,48.8,0
Cotton,111,51.11,32.33,53.97,0
Potato,108,22.49,27.96,70.79,1
Potato,133,54.36,22.25,58.19,0
Rice,78,39.43,36.5,89.6,1
Cotton,7,59.05,26.81,57.58,0
Potato,38,35.66,13.34,79.21,0
Wheat,53,39.16,27.99,53.53,0
Sugarcane,103,36.25,34.64,63.55,1
Wheat,116,35.41,19.03,60.24,0
Cotton,146,25.76,31.24,60.06,0
Maize,37,54.67,19.17,64.89,0
Potato,46,94.54,29.21,53.86,1
Potato,26,83.19,16.41,84.59,0
Sugarcane,87,64.18,25.31,77.36,0
Rice,59,23.08,32.05,75.74,1
Wheat,33,87.7,9.59,66.72,0
Potato,108,46.45,13.88,63.59,0
Rice,95,82.15,33.93,63.92,0
Potato,87,54.81,15.43,62.82,0
Cotton,84,40.9,35.39,60.91,0
Cotton,41,22.56,23.33,56.85,1
Potato,128,17.12,31.22,40.24,1
Wheat,13,58.52,17.22,60.33,0
Wheat,87,60.36,17.96,69.89,0
Sugarcane,100,71.8,29.17,67.79,0
Cotton,40,15.35,24.86,74.35,1
Cotton,57,83.4,29.0,64.36,0
Potato,133,89.12,22.3,52.28,0
Sugarcane,87,10.45,20.45,77.7,1
Maize,86,82.38,30.25,68.25,0
Rice,107,10.99,39.77,86.87,1
Potato,107,56.71,24.83,83.52,0
Sugarcane,20,24.3,35.11,83.62,1
Cotton,107,74.58,28.77,75.16,0
Cotton,124,69.67,32.5,68.92,0
Rice,129,64.6,33.06,98.74,0
Cotton,85,77.22,35.02,39.85,1
Maize,79,31.32,29.16,69.48,1
Wheat,20,23.74,21.58,55.37,1
Wheat,57,66.05,22.88,73.35,0
Rice,138,33.17,29.78,90.87,1
Maize,57,53.15,22.51,76.63,0
Maize,26,30.76,23.1,65.48,1
Maize,81,69.71,23.95,54.15,0
Cotton,9,12.55,36.71,40.66,1
Maize,8,79.62,22.19,65.58,0
Wheat,146,90.04,14.93,70.48,0
Sugarcane,80,52.87,21.74,67.61,0
Rice,9,82.9,30.54,62.62,0
Rice,64,81.07,30.96,98.04,0
Wheat,121,69.97,23.95,66.59,0
Maize,133,63.13,26.73,69.06,0
Cotton,146,18.68,34.88,62.65,1
Cotton,57,17.33,29.16,66.04,1
Cotton,95,37.57,26.5,64.15,0
Wheat,109,78.95,23.65,50.69,0
Sugarcane,12,55.9,20.09,65.57,0
Potato,44,93.81,19.59,77.41,0
Sugarcane,11,45.34,37.87,77.59,0
Wheat,68,73.42,11.28,61.57,0
Wheat,48,50.91,13.11,77.0,0
Sugarcane,114,24.47,24.42,88.53,1
Sugarcane,125,80.9,26.99,75.44,0
Cotton,97,64.47,35.36,46.98,0
Wheat,49,30.41,15.22,61.39,0
Potato,40,28.61,11.02,67.22,1
Wheat,109,34.28,23.44,55.56,0
Rice,17,33.28,26.9,73.05,1
Sugarcane,3,46.49,25.33,67.77,0
Maize,137,71.28,28.6,83.2,0
Cotton,142,84.39,17.27,63.25,0
Rice,126,88.78,23.29,73.52,0
Wheat,141,10.32,26.27,77.06,1
Rice,83,30.99,32.82,92.14,1
Cotton,33,34.77,29.03,72.92,0
Rice,70,48.11,27.31,76.54,1
Cotton,107,23.1,22.52,71.6,1
Cotton,114,69.12,35.38,70.47,0
Maize,125,48.27,21.87,55.22,0
Cotton,23,31.13,35.14,52.56,0
Cotton,38,24.37,27.72,63.39,1
Rice,3,38.12,32.72,73.42,1
Sugarcane,69,22.41,24.96,58.83,1
Potato,101,78.89,20.18,68.72,0
Cotton,70,85.93,36.54,60.54,0
Maize,36,64.71,21.52,88.3,0
Maize,141,56.65,36.85,78.95,0
Wheat,69,84.44,18.64,55.36,0
Rice,72,15.45,32.73,73.41,1
Potato,17,43.77,15.77,54.67,0
Wheat,42,57.2,27.25,47.3,1
Maize,91,85.2,19.04,84.44,0
Wheat,70,81.7,14.17,44.89,0
Rice,29,21.71,37.01,71.73,1
Potato,130,69.1,26.5,57.02,0
Wheat,131,14.96,21.87,69.01,1
Rice,104,84.5,32.66,84.57,0
Maize,42,54.21,23.52,77.07,0
Cotton,60,52.94,36.94,61.42,0
Cotton,39,26.3,29.45,58.16,0
Potato,100,12.51,23.99,82.46,1
Rice,138,38.83,30.67,72.78,1
Wheat,91,63.87,24.83,52.19,0
Cotton,88,54.75,24.01,56.09,0
Wheat,138,11.07,18.58,54.33,1
Potato,89,69.65,23.16,64.4,0
Maize,16,22.03,27.6,52.16,1
Sugarcane,25,76.06,33.88,65.16,0
Maize,133,79.95,27.97,55.8,0
Wheat,112,35.19,15.45,67.6,0
Potato,6,18.88,16.92,54.02,1
Cotton,105,57.82,31.36,62.06,0
Rice,120,83.05,26.55,65.98,0
Wheat,33,39.05,19.52,77.3,0
Wheat,30,88.69,20.13,68.94,0
Potato,72,20.28,17.44,58.3,1
Sugarcane,7,84.82,27.21,66.88,0
Cotton,10,10.66,27.83,62.78,1
Potato,16,52.78,13.02,76.92,0
Sugarcane,6,80.72,39.33,85.99,0
Rice,39,49.5,26.02,82.27,1
Potato,12,56.36,16.72,68.81,0
Maize,127,79.91,21.48,57.3,0
Maize,116,37.4,28.05,66.54,0
Sugarcane,92,49.48,36.67,61.72,0
Cotton,35,29.18,30.3,57.26,0
Wheat,48,60.42,17.36,49.24,0
Cotton,133,22.38,29.84,54.83,1
Wheat,146,36.35,13.29,68.5,0
Maize,85,84.95,26.42,76.68,0
Potato,91,38.92,24.28,70.14,0
Rice,15,44.18,29.3,74.75,1
Maize,30,14.32,21.38,56.04,1
Wheat,18,45.8,20.1,52.33,0
Sugarcane,74,47.91,33.69,61.03,0
Potato,30,52.31,13.93,60.12,0
Wheat,39,76.97,19.72,44.42,0
Maize,132,51.95,28.31,56.77,0
Sugarcane,28,48.21,24.81,80.22,0
Cotton,21,33.69,34.2,59.42,0
Rice,19,60.61,24.58,76.36,0
Maize,75,87.64,29.29,58.59,0
Maize,24,26.42,21.69,67.73,1
Maize,149,45.39,26.72,45.35,0
Cotton,10,69.42,28.98,66.83,0
Maize,66,32.99,29.97,62.32,1
Potato,44,28.64,24.83,74.54,1
Sugarcane,83,42.98,28.32,58.79,0
Cotton,27,53.13,30.5,39.32,0
Wheat,142,79.69,10.63,80.44,0
Potato,131,10.86,17.21,64.29,1
Maize,78,46.29,17.39,67.94,0
Rice,1,78.77,26.64,86.63,0
Rice,142,24.67,29.98,79.59,1
Sugarcane,18,28.52,25.1,88.5,1
Maize,101,11.48,23.54,66.6,1
Cotton,14,21.27,37.6,61.02,1
Sugarcane,122,38.63,40.49,85.24,1
Cotton,12,32.8,27.61,68.77,0
Rice,18,71.76,41.82,81.95,0
Potato,68,48.88,26.38,68.18,0
Potato,78,36.08,16.19,64.5,0
Cotton,102,32.91,31.66,46.67,0
Wheat,140,65.85,15.9,73.18,0
Potato,148,32.7,26.58,66.55,1
Sugarcane,120,77.48,41.01,49.38,0
Sugarcane,123,19.06,26.89,69.05,1
Wheat,117,27.95,17.98,60.02,1
Sugarcane,66,13.24,39.24,68.96,1
Cotton,5,45.25,28.27,57.18,0
Cotton,25,77.12,33.65,73.92,0
Rice,57,19.61,27.34,87.04,1
Maize,71,60.66,14.21,58.69,0
Sugarcane,74,83.34,31.0,69.9,0
Rice,18,58.86,21.69,67.5,1
Cotton,5,94.62,28.55,64.44,0
Rice,79,94.29,35.2,69.81,1
Wheat,117,82.08,26.04,42.45,0
Wheat,86,54.84,23.6,65.01,0
Sugarcane,142,51.08,25.32,65.56,0
Wheat,6,78.51,13.3,56.8,0
Rice,92,27.45,33.13,96.65,1
Cotton,25,45.56,33.63,68.62,0
Maize,102,41.06,28.61,68.2,0
Sugarcane,140,17.16,32.99,78.53,1
Sugarcane,137,28.72,32.06,76.15,1
Potato,51,44.96,18.98,73.1,0
Wheat,54,63.59,10.71,71.41,0
Potato,78,20.41,11.6,62.5,1
Wheat,91,17.81,16.75,56.73,1
Sugarcane,80,84.33,23.68,79.68,0
Sugarcane,68,32.93,15.75,75.45,1
Maize,47,40.06,23.66,78.92,0
Maize,41,29.89,32.63,84.03,1
Maize,24,51.8,33.54,70.19,0
Sugarcane,69,38.63,36.12,72.5,1
Wheat,148,49.96,12.43,44.44,0
Rice,24,61.28,32.92,77.32,0
Rice,47,12.84,28.96,93.21,1
Maize,111,79.59,18.3,60.14,0
Cotton,114,24.97,27.38,84.06,1
Wheat,102,64.73,23.86,67.83,0
Cotton,46,38.28,28.31,60.02,0
Potato,21,92.11,27.24,73.55,0
Cotton,72,11.03,32.94,43.63,1
Wheat,64,62.38,16.73,49.88,0
Sugarcane,8,54.13,34.55,55.2,0
Potato,125,10.08,19.13,81.1,1
Sugarcane,20,54.62,16.5,58.21,0
Maize,145,55.64,21.99,68.63,0
Rice,141,30.68,31.78,85.53,1
Rice,122,64.03,25.7,73.46,0
Rice,2,60.02,39.87,87.21,0
Potato,134,70.87,27.46,62.67,0
Cotton,32,41.62,31.48,63.12,0
Maize,17,35.72,26.21,47.71,0
Sugarcane,57,27.96,19.39,67.66,1
Rice,67,63.83,41.76,64.26,1
Rice,121,18.01,26.01,82.22,1
Rice,2,31.2,31.62,85.81,1
Sugarcane,126,51.91,31.59,80.96,0
Maize,119,49.13,26.63,56.65,0
Maize,77,49.89,24.14,72.15,0
Potato,27,82.65,19.65,79.63,0
Sugarcane,38,52.04,45.38,62.01,0
Potato,144,46.91,19.35,56.68,0
Maize,140,44.98,22.38,65.21,0
Wheat,66,52.34,26.28,31.83,1
Wheat,94,25.67,29.63,48.97,1
Rice,39,55.78,32.31,77.05,1
Rice,51,18.21,29.81,77.6,1
Sugarcane,112,54.2,27.08,72.54,0
Cotton,85,66.71,34.1,50.34,0
Cotton,51,37.32,27.88,55.11,0
Sugarcane,49,38.15,30.92,60.08,1
Sugarcane,38,52.7,32.59,61.59,0
Maize,131,30.25,22.68,87.49,1
Maize,65,32.25,14.64,66.54,1
Rice,134,92.34,28.8,73.49,0
Wheat,27,41.02,20.24,42.2,0
Rice,6,53.34,31.88,74.44,1
Wheat,128,89.17,22.61,57.83,0
Maize,60,66.63,26.89,62.47,0
Rice,81,67.93,35.75,92.24,0
Potato,148,13.57,8.02,60.71,1
Potato,94,42.66,21.78,67.0,0
Rice,28,50.82,35.53,84.15,1
Cotton,58,41.85,25.56,58.4,0
Potato,87,54.4,19.09,87.75,0
Cotton,145,40.52,34.4,50.54,0
Cotton,95,87.2,30.5,57.86,0
Maize,108,16.83,23.16,78.8,1
Potato,78,45.91,22.33,49.23,0
Cotton,122,40.07,28.74,59.09,0
Wheat,50,94.85,16.42,69.42,0
Maize,94,92.32,31.33,63.29,0
Potato,90,10.68,36.04,59.4,1
Cotton,123,75.04,20.16,56.8,0
Potato,26,75.4,22.41,60.66,0
Rice,35,83.75,27.65,91.21,0
Cotton,149,41.03,30.04,69.21,0
Rice,43,51.95,30.27,66.74,1
Cotton,2,77.03,24.94,68.57,0
Sugarcane,15,26.5,30.54,79.98,1
Cotton,74,38.31,22.86,41.37,0
Wheat,38,33.69,18.01,55.53,0
Maize,23,58.27,25.93,75.8,0
Wheat,68,89.73,22.71,68.91,0
Cotton,91,55.59,29.2,42.26,0
Sugarcane,38,39.42,33.27,74.65,1
Cotton,123,17.05,27.84,81.86,1
Potato,120,34.41,4.42,68.02,1
Maize,59,82.5,21.24,80.37,0
Wheat,25,10.09,12.19,67.25,1
Maize,74,49.03,21.47,51.5,0
Wheat,142,11.74,20.08,56.35,1
Wheat,96,77.87,33.02,68.68,0
Wheat,83,27.71,24.38,59.18,1
Rice,27,91.48,34.49,88.5,0
Rice,69,14.2,30.86,85.87,1
Maize,51,10.77,22.34,61.11,1
Maize,98,60.16,20.68,76.36,0
Sugarcane,55,64.36,29.71,68.97,0
Wheat,63,69.37,16.63,71.12,0
Wheat,26,90.01,21.08,61.93,0
Rice,30,12.62,34.16,87.98,1
Cotton,29,60.73,20.8,52.16,0
Wheat,119,50.72,21.21,51.49,0
Cotton,129,37.26,35.85,75.09,0
Rice,55,47.01,37.22,61.3,1
Cotton,27,70.35,30.25,56.55,0
Rice,95,17.74,33.94,84.61,1
Potato,16,31.38,17.36,46.91,1
Cotton,21,33.08,40.1,53.29,0
Potato,84,25.62,24.19,64.93,1
Cotton,45,50.56,27.59,50.88,0
Potato,6,57.86,28.67,79.13,0
Sugarcane,30,61.81,29.72,61.1,0
Maize,137,66.21,24.06,73.0,0
Sugarcane,95,84.05,32.84,73.83,0
Rice,91,89.09,36.48,84.05,0
Cotton,36,87.46,29.98,67.58,0
Maize,8,58.71,24.66,61.86,0
Potato,118,27.71,33.27,79.39,1
Sugarcane,16,41.31,31.98,68.83,0
Rice,31,73.82,32.47,63.86,0
Wheat,144,54.93,25.07,48.69,0
Wheat,59,67.75,21.17,71.65,0
Cotton,52,55.98,34.74,50.74,0
Maize,10,72.07,34.23,66.09,0
Maize,118,69.89,21.8,58.83,0
Rice,7,47.16,32.86,97.4,1
Potato,25,11.26,15.3,63.62,1
Potato,98,48.75,24.07,58.22,0
Maize,91,26.41,25.79,66.95,1
Cotton,55,71.83,24.28,55.31,0
Wheat,17,93.47,20.94,51.49,0
Maize,91,73.73,21.42,52.44,0
Cotton,32,90.72,26.7,57.21,0
Maize,123,82.36,27.59,57.52,0
Wheat,71,40.95,22.18,65.99,0
Wheat,13,75.97,12.29,59.24,0
Potato,84,13.78,18.82,68.92,1
Potato,44,80.71,20.31,54.42,0
Maize,145,64.96,27.86,57.77,0
Wheat,104,89.44,15.76,51.23,0
Sugarcane,121,90.61,37.81,69.75,0
Rice,94,32.95,35.25,85.76,1
Cotton,46,91.52,34.26,60.05,0
Wheat,42,63.77,21.71,57.7,0
Sugarcane,63,46.83,37.34,61.28,0
Maize,65,67.07,29.95,78.61,0
Rice,138,60.59,27.42,81.87,0
Potato,67,60.65,26.33,74.6,0
Potato,96,85.63,15.23,73.91,0
Maize,4,14.69,25.3,84.26,1
Rice,45,82.41,22.23,81.39,0
Rice,37,31.71,32.63,80.08,1
Potato,134,65.32,25.83,66.69,0
Maize,115,56.75,30.87,76.88,0
Maize,41,82.87,24.4,55.56,0
Sugarcane,113,74.9,44.43,75.49,0
Wheat,17,46.76,17.5,65.21,0
Potato,56,41.33,20.87,61.32,0
Cotton,10,72.86,33.37,54.9,0
Potato,132,16.92,28.74,47.42,1
Cotton,51,14.72,34.23,54.28,1
Sugarcane,98,80.93,36.36,54.21,0
Wheat,74,28.35,18.08,52.38,1
Wheat,42,77.14,25.61,76.13,0
Cotton,87,45.23,27.7,65.82,0
Potato,25,85.66,19.94,57.72,0
Potato,15,70.93,11.57,76.64,0
Sugarcane,148,28.25,28.58,81.9,1
Rice,100,83.41,23.85,74.57,0
Sugarcane,7,14.77,35.32,72.72,1
Sugarcane,42,30.64,30.56,69.58,1
Maize,11,14.94,21.4,72.07,1
Rice,92,88.69,28.42,68.47,0
Maize,18,43.56,27.26,67.78,0
Potato,32,22.71,29.2,76.49,1
Wheat,22,44.98,18.27,67.27,0
Cotton,70,74.5,21.07,65.47,0
Cotton,31,13.66,31.92,67.99,1
Rice,8,82.18,35.46,79.42,0
Rice,15,54.02,31.04,89.19,1
Wheat,147,36.76,24.36,63.27,0
Wheat,107,53.58,21.14,60.87,0
Maize,149,88.55,27.55,67.02,0
Maize,132,87.08,10.39,53.56,0
Wheat,79,49.88,27.96,54.12,0
Cotton,142,61.72,31.23,58.58,0
Rice,52,32.03,20.44,76.06,1
Potato,79,24.31,23.81,75.68,1
Sugarcane,127,60.62,19.13,55.82,0
Maize,24,19.19,20.76,55.75,1
Sugarcane,15,17.74,29.31,66.23,1
Rice,113,32.75,28.84,87.27,1
Potato,15,55.14,12.15,61.13,0
Rice,141,47.56,18.05,81.28,1
Sugarcane,3,57.6,40.26,63.06,0
Wheat,142,38.25,10.23,56.9,0
Sugarcane,63,94.39,31.23,69.23,0
Sugarcane,67,63.9,16.18,86.19,0
Rice,140,58.41,38.14,81.85,1
Cotton,149,27.41,37.17,46.23,1
Potato,134,64.7,20.1,76.83,0
Maize,56,73.11,20.22,43.78,0
Maize,56,40.99,23.17,67.76,0
Potato,128,17.16,14.86,71.0,1
Rice,22,76.48,27.88,83.91,0
Maize,19,80.72,26.75,63.5,0
Sugarcane,87,37.6,32.48,76.35,1
Potato,142,15.24,19.64,52.83,1
Wheat,88,27.9,23.68,40.74,1
Sugarcane,95,33.8,26.04,64.49,1
Wheat,90,67.06,13.85,69.49,0
Maize,108,39.89,25.84,59.02,0
Cotton,5,51.49,37.55,44.35,0
Potato,69,87.82,16.47,74.7,0
Potato,140,70.38,18.28,68.71,0
Rice,113,46.74,26.11,98.53,1
Wheat,50,18.66,29.65,59.37,1
Maize,147,10.88,18.67,81.27,1
Wheat,29,63.36,20.22,46.34,0
Rice,82,67.03,30.01,76.03,0
Rice,38,50.32,23.53,66.14,1
Wheat,39,37.92,24.13,57.43,0
Rice,8,35.72,24.38,100.46,1
Cotton,77,27.38,29.42,62.14,0
Maize,144,57.89,19.66,55.22,0
Rice,7,74.71,25.6,71.8,0
Potato,104,28.89,20.71,61.99,1
Cotton,86,29.17,29.72,69.14,0
Maize,64,36.06,22.46,73.87,0
Maize,132,19.89,18.3,73.93,1
Wheat,136,93.95,27.04,58.76,0
Sugarcane,16,14.98,30.86,68.17,1
Cotton,143,21.11,36.23,66.41,1
Sugarcane,101,11.62,34.6,84.03,1
Wheat,78,15.81,17.28,67.46,1
Cotton,61,38.89,13.91,62.52,0
Maize,95,73.16,34.07,65.83,0
Rice,129,19.81,35.92,77.85,1
Sugarcane,49,91.97,38.55,59.33,1
Rice,103,73.85,37.14,84.76,0
Rice,22,73.96,21.96,83.78,0
Maize,38,15.54,19.62,63.06,1
Potato,46,85.05,23.56,71.52,0
Rice,17,42.35,23.32,69.25,1
Potato,31,44.58,25.84,83.38,0
Cotton,143,72.31,28.12,43.11,0
Maize,143,60.17,26.71,52.02,0
Cotton,10,20.17,26.35,58.58,1
Wheat,109,35.96,19.03,66.66,0
Sugarcane,3,69.85,36.36,71.15,0
Wheat,68,41.44,10.25,54.15,0
Sugarcane,113,79.49,20.53,105.44,0
Cotton,118,76.79,32.02,41.74,0
Rice,62,57.11,26.63,96.75,1
Sugarcane,29,32.72,30.9,52.15,1
Potato,68,40.96,19.13,51.95,0
Wheat,116,57.32,15.24,44.01,0
Wheat,117,21.34,14.84,66.68,1
Maize,116,28.32,20.52,70.73,1
Cotton,102,58.88,28.98,50.43,0
Sugarcane,75,56.09,31.63,77.24,0
Potato,84,51.02,19.29,70.52,0
Rice,138,39.55,29.94,85.37,1
Potato,64,69.24,25.24,67.89,0
Maize,54,23.63,18.69,52.7,1
Maize,110,63.35,20.05,61.57,0
Wheat,45,53.12,23.13,68.96,0
Potato,15,91.93,21.37,63.82,0
Rice,4,64.85,38.22,83.16,0
Wheat,36,18.67,19.65,52.18,1
Wheat,133,90.33,23.03,60.64,0
Wheat,45,49.43,20.75,76.0,0
Sugarcane,84,20.39,28.62,81.18,1
Maize,95,46.72,21.94,72.96,0
Cotton,15,85.48,30.46,73.84,0
Rice,39,13.13,30.49,86.16,1
Rice,30,11.98,36.52,72.14,1
Cotton,142,13.79,33.36,70.68,1
Sugarcane,72,50.76,32.93,77.05,0
Maize,30,28.28,19.23,80.68,1
Rice,123,78.48,36.29,74.67,0
Potato,31,12.84,24.03,65.22,1
Sugarcane,99,28.48,28.98,74.52,1
Wheat,25,15.54,9.31,58.03,1
Maize,136,87.41,28.09,68.47,0
Sugarcane,38,75.29,30.1,83.24,0
Potato,74,18.51,14.4,50.45,1
Rice,57,40.53,26.29,81.4,1
Cotton,50,14.62,29.16,47.43,1
Cotton,149,85.8,29.66,58.38,0
Wheat,51,16.55,12.74,42.15,1
Rice,81,59.19,26.63,77.82,1
Wheat,94,33.05,19.74,66.53,0
Wheat,137,37.95,13.53,69.01,0
Cotton,26,85.24,29.7,59.29,0
Sugarcane,44,49.79,30.18,73.12,0
Potato,98,42.48,16.52,69.03,0
Maize,100,11.35,36.94,79.44,1
Sugarcane,97,65.43,30.28,58.83,0
Cotton,26,74.03,32.48,55.28,0
Wheat,6,21.05,7.03,59.07,1
Maize,21,78.45,28.05,61.37,0
Sugarcane,49,36.13,30.44,59.92,1
Cotton,97,43.94,36.9,60.35,0
Potato,66,53.29,16.64,70.86,0
Rice,72,46.7,23.28,87.41,1
Cotton,81,53.72,28.67,63.23,0
Sugarcane,108,28.64,35.24,80.09,1
Cotton,33,72.84,24.14,66.89,0
Wheat,145,66.97,22.94,75.65,0
Rice,106,67.22,24.89,70.37,0
Sugarcane,4,59.13,23.83,71.0,0
Rice,116,92.19,35.18,71.93,0
Cotton,8,79.4,26.71,48.34,0
Cotton,61,88.38,26.08,79.29,0
Sugarcane,13,34.69,32.55,68.13,1
Maize,30,78.1,25.16,65.21,0
Maize,71,60.04,24.01,66.36,0
Maize,145,85.37,22.14,74.66,0
Sugarcane,122,86.7,27.86,83.41,0
Rice,70,33.21,35.54,84.27,1
Sugarcane,32,94.04,36.66,74.76,0
Sugarcane,30,70.89,22.59,43.87,0
Cotton,25,30.49,26.6,55.77,0
Wheat,4,24.43,18.53,55.55,1
Potato,106,43.83,18.0,69.07,0
Wheat,17,30.47,13.13,32.01,0
Maize,24,66.36,20.42,65.61,0
Rice,19,76.3,16.8,71.67,0
Cotton,149,71.36,31.36,69.0,0
Rice,48,58.2,34.06,71.1,1
Sugarcane,25,25.03,31.42,65.24,1
Potato,136,60.46,28.45,68.75,0
Sugarcane,126,42.24,30.51,85.56,0
Maize,110,87.85,20.8,59.01,0
Potato,52,41.45,15.8,63.51,0
Sugarcane,144,19.99,31.13,72.26,1
Maize,52,69.92,22.86,63.68,0
Rice,87,60.07,30.63,81.72,0
Cotton,53,73.9,28.59,53.63,0
Cotton,139,46.64,28.12,59.21,0
Sugarcane,119,10.32,25.14,70.8,1
Cotton,3,24.89,28.09,67.4,1
Wheat,118,85.85,25.82,69.52,0
Wheat,106,83.93,21.91,59.59,0
Potato,62,85.3,17.97,72.37,0
Rice,130,16.02,37.17,61.4,1
Sugarcane,134,15.14,32.06,85.76,1
Rice,114,52.7,35.99,72.49,1
Rice,27,30.25,30.94,91.52,1
Maize,32,40.41,24.19,76.95,0
Rice,81,93.58,27.84,83.92,0
Maize,67,65.28,29.02,73.29,0
Rice,97,29.24,30.23,76.98,1
Rice,73,26.12,30.1,79.46,1
Potato,135,37.46,8.04,57.3,0
Rice,9,44.37,28.97,82.48,1
Wheat,77,74.96,29.24,71.91,0
Maize,24,16.32,29.35,50.6,1
Maize,53,56.69,20.39,56.81,0
Rice,82,83.3,23.53,67.5,0
Maize,96,44.58,21.78,74.65,0
Cotton,62,35.25,23.55,56.98,0
Cotton,39,70.1,28.75,63.74,0
Rice,138,77.06,26.42,92.33,0
Potato,147,38.41,12.26,68.52,0
Rice,56,77.63,22.75,90.47,0
Wheat,123,81.04,22.32,72.24,0
Maize,138,48.44,21.56,71.48,0
Wheat,64,11.27,18.12,54.39,1
Sugarcane,135,21.73,34.66,86.82,1
Maize,47,43.29,23.14,54.54,0
Rice,14,29.65,35.75,64.26,1
Sugarcane,38,40.79,34.38,66.88,0
Wheat,59,67.9,20.52,55.49,0
Cotton,85,85.68,19.01,72.69,0
